[rospy.client][INFO] 2022-03-14 09:14:00,614: init_node, name[/auto_gate_control_node], pid[3594]
[xmlrpc][INFO] 2022-03-14 09:14:00,614: XML-RPC server binding to 0.0.0.0:0
[xmlrpc][INFO] 2022-03-14 09:14:00,615: Started XML-RPC server [http://robot:33381/]
[rospy.impl.masterslave][INFO] 2022-03-14 09:14:00,615: _ready: http://robot:33381/
[rospy.init][INFO] 2022-03-14 09:14:00,616: ROS Slave URI: [http://robot:33381/]
[rospy.registration][INFO] 2022-03-14 09:14:00,616: Registering with master node http://127.0.0.1:11311
[xmlrpc][INFO] 2022-03-14 09:14:00,617: xml rpc node: starting XML-RPC server
[rospy.init][INFO] 2022-03-14 09:14:00,716: registered with master
[rospy.rosout][INFO] 2022-03-14 09:14:00,716: initializing /rosout core topic
[rospy.rosout][INFO] 2022-03-14 09:14:00,836: connected to core topic /rosout
[rospy.simtime][INFO] 2022-03-14 09:14:00,880: /use_sim_time is not set, will not subscribe to simulated time [/clock] topic
[root][WARNING] 2022-03-14 09:14:00,982: auto gate config info loading...
[rospy.internal][INFO] 2022-03-14 09:14:01,135: topic[/rosout] adding connection to [/rosout], count 0
[root][WARNING] 2022-03-14 09:14:01,951: auto gate config info loading...
[root][WARNING] 2022-03-14 09:14:02,953: there has auto gate , start
[__main__][INFO] 2022-03-14 09:14:34,342: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:39:03,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:39:33,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:40:03,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:40:33,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:41:03,006: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:41:33,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:42:03,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:42:33,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:43:03,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:43:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:44:03,009: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:44:33,005: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:45:03,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:45:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:46:03,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:46:33,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:47:03,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:47:33,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:48:03,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:48:33,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:49:03,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:49:33,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:50:03,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:50:33,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:51:03,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:51:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:52:03,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:52:33,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:53:03,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:53:33,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:54:03,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:54:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:55:03,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:55:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:56:03,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:56:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:57:03,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:57:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:58:03,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:58:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:59:03,002: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 10:59:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 11:00:03,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 11:00:33,004: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
[__main__][INFO] 2022-03-14 11:01:03,003: ok: 0, ping: 0 , conner: 0 , cmd: 0 , recv: 0
